"6080	2010-04-30","09:04:47	1	0	1	0"
"20	2010-04-30","09:04:53	1	0	1	0"
"21	2010-04-30","09:07:15	1	0	1	0"
"8102	2010-04-30","09:49:01	1	0	1	0"
"6068	2010-04-30","10:02:33	1	0	1	0"
"6083	2010-04-30","10:38:08	1	0	1	0"
"9016	2010-04-30","11:32:44	1	2	1	0"
"9016	2010-04-30","12:02:46	1	3	1	0"
"2052	2010-04-30","12:16:28	1	1	1	0"
"6081	2010-04-30","12:19:56	1	2	1	0"
"8094	2010-04-30","12:20:19	1	2	1	0"
"20	2010-04-30","12:20:32	1	2	1	0"
"6083	2010-04-30","12:20:35	1	2	1	0"
"8101	2010-04-30","12:21:15	1	2	1	0"
"6082	2010-04-30","12:21:31	1	2	1	0"
"27	2010-04-30","12:26:19	1	2	1	0"
"21	2010-04-30","12:27:11	1	2	1	0"
"6082	2010-04-30","12:58:07	1	3	1	0"
"6075	2010-04-30","12:58:18	1	1	1	0"
"8101	2010-04-30","12:58:27	1	3	1	0"
"6081	2010-04-30","12:58:53	1	3	1	0"
"6083	2010-04-30","12:59:50	1	3	1	0"
"8094	2010-04-30","13:00:31	1	3	1	0"
"27	2010-04-30","13:04:48	1	3	1	0"
"21	2010-04-30","13:04:52	1	3	1	0"
"6068	2010-04-30","13:05:03	1	3	1	0"
"20	2010-04-30","13:05:10	1	3	1	0"
"2052	2010-04-30","13:25:31	1	0	1	0"
"6080	2010-04-30","13:53:37	1	1	1	0"
"9105	2010-04-30","14:07:33	1	0	1	0"
"5067	2010-04-30","14:23:41	1	0	1	0"
"9112	2010-04-30","16:04:40	1	0	1	0"
"9104	2010-04-30","17:43:27	1	1	1	0"
"9103	2010-04-30","17:45:35	1	1	1	0"
"9109	2010-04-30","17:45:44	1	1	1	0"
"5067	2010-04-30","17:49:18	1	1	1	0"
"6081	2010-04-30","17:49:26	1	1	1	0"
"9110	2010-04-30","17:50:50	1	1	1	0"
"9105	2010-04-30","17:57:49	1	1	1	0"
